route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
2235,48152.124676,670460,,,,23726,48168.105,0,0
2235,48152.124676,670461,,,,23726,48168.106,0,0
2235,48152.124676,670503,,,,23726,48168,0,0
2235,48152.124676,670504,,,,23726,48168,0,0
2235,48152.124676,670505,,,,23726,48168,0,0
2235,48152.124676,670506,,,,23726,48168,0,0
2235,48152.124676,670507,,,,23726,48168,0,0
2235,48152.124676,670508,,,,23726,48168,0,0
2235,48152.124676,670509,,,,23726,48168,0,0
2235,48152.124676,670510,,,,23726,48168,0,0
2235,48152.124676,670511,,,,23726,48168,0,0
2235,48152.124676,670512,,,,23726,48168,0,0
2235,48152.124657,670531,,,,23721,48168,0,0
2235,48152.124657,670532,,,,23721,48168,0,0
2235,48152.124657,670533,,,,23721,48168,0,0
2235,48152.124657,670534,,,,23721,48168,0,0
2235,48152.124657,670535,,,,23721,48168,0,0
2235,48152.124657,670536,,,,23721,48168,0,0
2235,48152.124657,670537,,,,23721,48168,0,0
2235,48152.124676,670539,,,,23722,48168,0,0
2235,48152.124676,670540,,,,23722,48168,0,0
2235,48152.124676,670541,,,,23722,48168,0,0
2235,48152.124676,670542,,,,23722,48168,0,0
2235,48152.124676,670543,,,,23722,48168,0,0
2235,48152.124676,670544,,,,23722,48168,0,0
2235,48152.124676,670545,,,,23722,48168,0,0
2235,48152.124657,670546,,,,23723,48168,0,0
2235,48152.124657,670547,,,,23723,48168,0,0
2235,48152.124657,670548,,,,23723,48168,0,0
2235,48152.124657,670549,,,,23723,48168,0,0
2235,48152.124657,670550,,,,23723,48168,0,0
2235,48152.124657,670551,,,,23723,48168,0,0
2235,48152.124657,670552,,,,23723,48168,0,0
2235,48152.124657,670553,,,,23723,48168,0,0
2235,48152.124657,670554,,,,23723,48168,0,0
2235,48152.124657,670555,,,,23723,48168,0,0
2235,48152.124657,670556,,,,23723,48168,0,0
792,48675.126089,670173,Quad Stadium Express,,,23711,48675,0,0
792,48675.126089,670174,Quad Stadium Express,,,23711,48675,0,0
792,48675.126089,670175,Quad Stadium Express,,,23711,48675,0,0
792,48675.126089,670176,Quad Stadium Express,,,23711,48675,0,0
792,48675.126089,670177,Quad Stadium Express,,,23711,48675,0,0
792,48675.126163,670557,Quad Stadium Express,,,23724,48675,0,0
792,48675.126163,670558,Quad Stadium Express,,,23724,48675,0,0
792,48675.126163,670559,Quad Stadium Express,,,23724,48675,0,0
792,48675.126163,670560,Quad Stadium Express,,,23724,48675,0,0
793,48688.126119,661311,,,,23272,48169.77,0,0
793,48688.126119,661312,,,,23272,48169,0,0
793,48688.126119,661313,,,,23272,48169.78,0,0
793,48688.126119,661314,,,,23272,48169.79,0,0
793,48688.126119,661315,,,,23272,48169,0,0
793,48688.126119,975207,,,,23272,48169,0,0
793,48688.126119,975208,,,,23272,48169,0,0
793,48688.126119,975209,,,,23272,48169,0,0
793,48688.126119,670401,,,,23725,48169.108,0,0
793,48688.126119,670402,,,,23725,48169,0,0
793,48688.126119,670403,,,,23725,48169,0,0
793,48688.126119,670404,,,,23725,48169,0,0
793,48688.126119,670405,,,,23725,48169,0,0
793,48688.126119,670406,,,,23725,48169,0,0
793,48688.126119,670407,,,,23725,48169,0,0
793,48688.126119,670408,,,,23725,48169,0,0
793,48688.126119,670409,,,,23725,48169,0,0
793,48688.126119,670410,,,,23725,48169,0,0
793,48688.126119,670414,,,,23725,48169,0,0
793,48688.126119,670421,,,,23725,48169,0,0
793,48688.126119,670422,,,,23725,48169,0,0
793,48688.126119,670423,,,,23725,48169,0,0
793,48688.126119,670424,,,,23725,48169,0,0
793,48688.126119,670425,,,,23725,48169,0,0
793,48688.126119,670426,,,,23725,48169,0,0
793,48688.126119,670427,,,,23725,48169,0,0
793,48688.126119,670428,,,,23725,48169,0,0
793,48688.126119,670429,,,,23725,48169,0,0
793,48688.126119,670431,,,,23725,48169,0,0
5707,48152.124676,670570,SEC Express,,,23727,48700,0,0
5707,48152.124676,670571,SEC Express,,,23727,48700,0,0
5707,48152.124676,670572,SEC Express,,,23727,48700,0,0
5707,48152.124676,670573,SEC Express,,,23727,48700,0,0
5707,48152.124676,670574,SEC Express,,,23727,48700,0,0
5707,48152.124676,670575,SEC Express,,,23727,48700,0,0
5707,48152.124676,670576,SEC Express,,,23727,48700,0,0
5707,48152.124676,670591,SEC Express,,,23727,48700,0,0
5707,48152.124676,670592,SEC Express,,,23727,48700,0,0
5707,48152.124676,670593,SEC Express,,,23727,48700,0,0
5707,48152.124676,670594,SEC Express,,,23727,48700,0,0
5707,48152.124676,670595,SEC Express,,,23727,48700,0,0
5707,48152.124676,670596,SEC Express,,,23727,48700,0,0
5707,48152.124676,670597,SEC Express,,,23727,48700,0,0
5707,48152.124676,670577,SEC Express,,,23728,48700,0,0
5707,48152.124676,670578,SEC Express,,,23728,48700,0,0
5707,48152.124676,670579,SEC Express,,,23728,48700,0,0
5707,48152.124676,670580,SEC Express,,,23728,48700,0,0
5707,48152.124676,670581,SEC Express,,,23728,48700,0,0
5707,48152.124676,670582,SEC Express,,,23728,48700,0,0
5707,48152.124676,670583,SEC Express,,,23728,48700,0,0
5707,48152.124676,670584,SEC Express,,,23728,48700,0,0
5707,48152.124676,670585,SEC Express,,,23728,48700,0,0
5707,48152.124676,670586,SEC Express,,,23728,48700,0,0
5707,48152.124676,670587,SEC Express,,,23728,48700,0,0
5707,48152.124676,670588,SEC Express,,,23728,48700,0,0
5707,48152.124676,670589,SEC Express,,,23728,48700,0,0
5707,48152.124676,670590,SEC Express,,,23728,48700.111,0,0
5707,48152.124676,670599,SEC Express,,,23727,48700.113,0,0
5707,48152.124676,670600,SEC Express,,,23728,48700,0,0
5707,48152.124676,670601,SEC Express,,,23728,48700.114,0,0
